,artists,years of career,song count
5711,Richard Thompson,2,3
5712,"Warren G', 'Nate Dogg",2,3
5713,La Mosca Tse-Tse,2,2
5714,"Richard Wagner', 'Isaac Stern', 'Franz Waxman', 'Symphony Orchestra",2,2
5715,Vlad Volkov & Harisma,2,3
5716,Portofino-Sunrise,2,2
5717,Portrait,2,2
5718,"Future', 'The Weeknd",2,2
5719,"Richard Wagner', 'Wiener Philharmoniker', 'Sir Georg Solti",2,2
5720,Positive K,2,3
5721,"Aram Khachaturian', 'St. Petersburg State Symphony Orchestra', 'Andre Anichanov",2,2
5722,Vixen,2,4
5723,"Markos Vamvakaris', 'Sofia Karivali",2,3
5724,"Markos Vamvakaris', 'Apostolos Xatzixristos",2,12
5725,"GXD', 'Elle Vee",2,3
5726,"Richard Wagner', 'Staatskapelle Berlin', 'Max von Schillings",2,4
5727,Apostolos Xatzixristos,2,2
5728,"Apostolos Xatzixristos', 'Markos Vamvakaris",2,2
5729,Gorilla Biscuits,2,10
5730,"Mark Sixma', 'M6",2,3
5731,L.A. Guns,2,9
5732,Voodoo Glow Skulls,2,3
5733,L.c. Cooke,2,3
5734,Vitin Aviles,2,2
5735,Vitamin String Quartet,2,2
5736,"Markus Schulz', 'Elevation",2,4
5737,Future Rapper,2,21
5738,"Rick James', 'Teena Marie",2,4
5739,Vinodini Dixit,2,2
5740,Funkdoobiest,2,3
5741,"Kurt Weill', 'Lotte Lenya', 'Roger Bean",2,6
5742,"Ariana Grande', 'Big Sean",2,2
5743,Porno for Pyros,2,5
5744,Ari Lennox,2,2
5745,Argent,2,3
5746,Kurtis Blow,2,5
5747,Virlan Garcia,2,2
5748,Arena Hash,2,2
5749,Porter Robinson,2,5
5750,Gotham Bros,2,2
5751,Archie Shepp,2,3
5752,Kutless,2,2
5753,"Markus Schulz', 'HALIENE",2,2
5754,"Markus Schulz', 'Ferry Corsten",2,2
5755,Apache Indian,2,2
5756,L7,2,6
5757,Aout6,2,2
5758,LOCASH,2,2
5759,Mark Eteson,2,6
5760,G. Love & Special Sauce,2,8
5761,"G. M. Durrani', 'Geeta Dutt",2,2
5762,La Adictiva Banda San José de Mesillas,2,4
5763,Powerman 5000,2,4
5764,Gong,2,3
5765,Marisa Monte,2,2
5766,G.Q.,2,8
5767,Goldfrapp,2,2
5768,Walter Brennan,2,9
5769,Walter Egan,2,2
5770,La Fiebre,2,5
5771,Mario Nascimbene,2,11
5772,Walter Murphy,2,4
5773,"Richard Wagner', 'Joseph Keilberth', 'Bayreuth Festival Orchestra",2,31
5774,La Mafia,2,19
5775,La Makina,2,5
5776,Wahidan Bai,2,5
5777,LMFAO,2,4
5778,Voz De Mando,2,3
5779,Goodie Mob,2,4
5780,Anzen Chitai,2,5
5781,Vundabar,2,2
5782,Anvil,2,3
5783,Anuradha Paudwal,2,4
5784,"Gordon Bok', 'Ann Mayo Muir', 'Ed Trickett",2,2
5785,LANY,2,2
5786,Anupam Ghatak,2,2
5787,Véronique Flamand-Somers,2,2
5788,Gopalchandra Sen,2,2
5789,"G-Eazy', 'blackbear",2,2
5790,Mark Olf,2,6
5791,LFO,2,3
5792,G-Eazy,2,3
5793,Mark Morrison,2,3
5794,"Post Malone', 'Swae Lee",2,3
5795,Goombay Dance Band,2,2
5796,"LMFAO', 'Lauren Bennett', 'GoonRock",2,3
5797,Angela Lansbury,2,3
5798,Angel Canales,2,3
5799,"Ariana Grande', 'The Weeknd",2,2
5800,Proyecto Uno,2,5
5801,Propagandhi,2,5
5802,"Giuseppe Verdi', 'Mario del Monaco', 'Aldo Protti', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede",2,3
5803,And What Will Be Left Of Them?,2,3
5804,Anberlin,2,3
5805,Gary Burton,2,2
5806,Anantadev Mukherjee,2,2
5807,Ananda Shankar,2,4
5808,Manzanita,2,2
5809,"Richard Rodgers', 'New York Philharmonic",2,3
5810,"Wolfgang Amadeus Mozart', 'Eugene Kohn', ""Les Musiciens de l'Orchestre de l'Opéra de Paris-Bastille"", 'Bastille Opera Orchestra",2,2
5811,Lee Coombs,2,2
5812,Ana Belén,2,2
5813,Pseudo Echo,2,2
5814,"Wolfgang Amadeus Mozart', 'Emerson String Quartet",2,3
5815,"Richard Rodgers', 'Mario Lanza', 'Ray Sinatra",2,3
5816,Lee Konitz,2,7
5817,Lee Michaels,2,3
5818,"Wolfgang Amadeus Mozart', 'Ernst Haefliger', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay",2,2
5819,"Giuseppe Verdi', 'Mario del Monaco', 'Hilde Gueden', 'Dario Caselli', 'Piero de Palma', 'Luisa Ribacchi', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede",2,2
5820,Maranatha! Instrumental,2,5
5821,Richard Rodgers,2,12
5822,Garnett Silk,2,2
5823,"Wolfgang Amadeus Mozart', 'Arthur Rubinstein', 'Alfred Wallenstein', 'RCA Victor Symphony Orchestra",2,3
5824,"Andreas Vollenweider', 'Walter Keiser', 'Pedro Haldemann",2,3
5825,"Lazy Bug', 'Ted Dettman",2,2
5826,Le Tigre,2,5
5827,Garibaldi,2,2
5828,Marc Cohn,2,5
5829,Projektname Unbekannt,2,2
5830,Garland Jeffreys,2,3
5831,Marc Antoine,2,2
5832,Andre Nickatina,2,4
5833,"Lea Salonga', 'Beth Fowler', 'Marni Nixon', 'Chorus - Mulan",2,2
5834,"Lea Salonga', 'Harvey Fierstein', 'Matthew Wilder', 'James Hong', 'Jerry Tondo",2,2
5835,"Wolfgang Amadeus Mozart', 'Bruno Walter', 'New York Philharmonic",2,16
5836,"Wolfgang Amadeus Mozart', 'Budapest String Quartet', 'Milton Katims",2,25
5837,Andrae Crouch,2,4
5838,Garnet Mimms & The Enchanters,2,4
5839,Anderson .Paak,2,3
5840,Lee Moon Sae,2,2
5841,"Wolfgang Amadeus Mozart', 'Eugene Ormandy', 'Philadelphia Orchestra",2,3
5842,Anestos Delias,2,6
5843,Lehman Engel,2,11
5844,Aminé,2,5
5845,Leftover Salmon,2,3
5846,Manos Hadjidakis,2,2
5847,Manorama,2,2
5848,Gato Barbieri,2,3
5849,Puddle Of Mudd,2,8
5850,Puerto Rican Power,2,2
5851,Gauhar Sultana,2,2
5852,Punch,2,3
5853,Gary Numan,2,16
5854,Leif Garrett,2,2
5855,Punnamoyee Dasi,2,3
5856,Mano Negra,2,2
5857,Manny Manuel,2,2
5858,Lemon Jelly,2,3
5859,American Hi-Fi,2,2
5860,"America', 'George Martin",2,13
5861,Purnakumari Dasi,2,3
5862,"Amirbai Karnataki', 'A. R. Ojha",2,2
5863,Gaston Ouvrard,2,2
5864,"Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra",2,62
5865,Leela Sawant,2,4
5866,Amr Diab,2,2
5867,Manuel Rocca,2,2
5868,Gary P. Nunn,2,2
5869,Amon Tobin,2,2
5870,Amon Amarth,2,3
5871,Gary U.S. Bonds,2,3
5872,Amit Kumar,2,2
5873,Amistades Peligrosas,2,2
5874,Lee Roy Parnell,2,3
5875,"Amirbai Karnataki', 'Surendra",2,2
5876,Leela Bai,2,5
5877,"Amirbai Karnataki', 'Rajkumari",2,2
5878,Gary Wright,2,6
5879,"Amirbai Karnataki', 'Mohammed Rafi",2,4
5880,Mantronix,2,2
5881,Mantovani,2,17
5882,Gaston Gabaroche,2,3
5883,Andres Landero Y Su Conjunto,2,2
5884,Marc Lavoine,2,2
5885,Laylae,2,2
5886,"Andrés Segovia', 'Isaac Albéniz",2,2
5887,"Lars Gullin', 'Lee Konitz', 'American All-Stars",2,2
5888,Maren Morris,2,7
5889,Las Chicas Del Can,2,2
5890,Prince Buster,2,3
5891,Marcus Santoro,2,3
5892,Marcus Hype,2,2
5893,Marcus Gauntlett,2,2
5894,"William Steffe', 'Mormon Tabernacle Choir', 'Eugene Ormandy', 'Philadelphia Orchestra",2,3
5895,Giveon,2,6
5896,"Giuseppe Verdi', 'Renata Tebaldi', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede",2,3
5897,"Lata Mangeshkar', 'Amirbai Karnataki",2,2
5898,Andrés Calamaro,2,4
5899,Marcos Vidal,2,3
5900,"André Rieu', 'Johann Strauss Orchestra",2,2
5901,Marcos Sanchez,2,2
5902,Galantis,2,4
5903,William Warfield,2,3
5904,Willie Banks,2,2
5905,Andy Griffith,2,8
5906,Andy Griggs,2,3
5907,William Ellwood,2,2
5908,Primitivo Y Su Combo,2,9
5909,"Will Reagan', 'United Pursuit",2,2
5910,Anestis Delias,2,3
5911,"Will Smith', 'Dru Hill', 'Kool Moe Dee",2,2
5912,Margarita la diosa de la cumbia,2,2
5913,Margarita Cueto,2,12
5914,"Margarita Cueto', 'Luis Àlvarez",2,4
5915,"Glee Cast', 'Darren Criss",2,2
5916,"Margarita Cueto', 'Juan Arvizu",2,13
5917,"Margarita Cueto', 'José Moriche",2,2
5918,"Margarita Cueto', 'Carlos Mejía",2,8
5919,William Bell,2,2
5920,"Andy Moor', 'Carrie Skipper",2,3
5921,"Andy Moor', 'Ashley Wallbridge', 'Meighan Nealon",2,2
5922,"Margaret Whiting', 'Johnny Mercer",2,2
5923,William Clark Green,2,2
5924,Andy Kim,2,2
5925,William DeVaughn,2,3
5926,"Lata Mangeshkar', 'Geeta Dutt",2,3
5927,Andrew W.K.,2,4
5928,Andrew Rowan Summers,2,13
5929,Within Temptation,2,2
5930,Laura Story,2,2
5931,Lauren Alaina,2,3
5932,Wizzard,2,2
5933,Lauren Wood,2,2
5934,Prodromos Tsaousakis,2,10
5935,"Richard Strauss', 'Berliner Philharmoniker', 'Herbert von Karajan",2,2
5936,Laurie Anderson,2,6
5937,Laurie Johnson,2,3
5938,"Gareth Emery', 'Annabel",2,4
5939,"Gareth Emery', 'Ashley Wallbridge', 'PollyAnna",2,2
5940,Lauv,2,5
5941,Andrew E.,2,3
5942,Marc Shaiman,2,2
5943,"Gareth Emery', 'Ben Gold",2,2
5944,Professor Longhair,2,5
5945,Lawson-Haggart Jazz Band,2,5
5946,"Andrew Bayer', 'Molly Bancroft', 'Myon', 'Shane 54",2,2
5947,"Richard Strauss', 'Claudio Arrau', 'Désiré Defauw', 'Chicago Symphony Orchestra",2,2
5948,"Giuseppe Verdi', 'Richard Tucker', 'Nello Santi', 'Vienna State Opera Orchestra",2,4
5949,Galaxie 500,2,13
5950,Procol Harum,2,8
5951,Willie Dixon,2,20
5952,Marco Sison,2,3
5953,"Lata Mangeshkar', 'Mahendra Kapoor",2,2
5954,"Andrew Rayel', 'HALIENE",2,5
5955,"Prince', 'The Revolution",2,10
5956,Marco Barrientos,2,3
5957,"Willie Nelson', 'Ray Charles",2,2
5958,"Willie Nelson', 'Ray Price",2,3
5959,"Lata Mangeshkar', 'Mohammed Rafi', 'Geeta Dutt",2,2
5960,"Richard Strauss', 'Jascha Heifetz",2,3
5961,Andrew Peterson,2,17
5962,Andrew Lloyd Webber,2,2
5963,Gallago,2,2
5964,Wilmoth Houdini,2,31
5965,Marcelly,2,2
5966,Marcel Woods,2,2
5967,"Wisin & Yandel', 'Romeo Santos",2,2
5968,Vino Nuevo,2,2
5969,Vinnie Vincent Invasion,2,3
5970,Amel Larrieux,2,3
5971,Usha Mangeshkar,2,2
5972,"Playboi Carti', 'Lil Uzi Vert",2,2
5973,Avinash,2,3
5974,Urge Overkill,2,2
5975,Us The Duo,2,2
5976,Kid Ink,2,2
5977,Matt Nathanson,2,3
5978,"Avicii', 'Sandro Cavazza",2,2
5979,Kid Massive,2,2
5980,Grim Reaper,2,2
5981,Kikuo,2,4
5982,"Usher', 'Lil Jon', 'Ludacris",2,3
5983,"Aventura', 'Don Omar",2,2
5984,Avelino Muñoz,2,14
5985,Kidsongs,2,17
5986,Kiesza,2,2
5987,"Avant', 'KeKe Wyatt",2,2
5988,Kiki Dee,2,2
5989,Utopia,2,2
5990,Groove Armada,2,3
5991,Kid Frost,2,4
5992,Upchurch,2,4
5993,Matt and Kim,2,2
5994,B*Witched,2,3
5995,Matthew Wilder,2,5
5996,Matthew Sweet,2,5
5997,Playahitty,2,4
5998,Robert Cray,2,9
5999,"Kid Cudi', 'MGMT', 'Ratatat', 'Steve Aoki",2,2
6000,"Azumi Inoue', ""Suginami Children's Choir""",2,2
6001,Azul Violeta,2,2
6002,Unlimited Touch,2,2
6003,"Azee Project', 'Abicahsoul",2,2
6004,Azealia Banks,2,3
6005,"Kid Cudi', 'MGMT', 'Ratatat",2,4
6006,Ayumu Matsuki,2,4
6007,Unresolved,2,2
6008,Ayo & Teo,2,2
6009,Unwound,2,2
6010,Unwritten Law,2,2
6011,Utpala Sen,2,6
6012,Authority Zero,2,2
6013,Vanilla Ice,2,4
6014,Van McCoy,2,2
6015,Mat Kearney,2,3
6016,Mastodon,2,2
6017,"Valex', 'Kumite",2,3
6018,King Radio,2,4
6019,King Sunny Ade,2,3
6020,FreshProduce.,2,3
6021,Aterciopelados,2,4
6022,Greg Fieler,2,2
6023,Astrid S,2,2
6024,Grigoris Asikis,2,3
6025,Master P,2,2
6026,Vance Joy,2,6
6027,"Master P', 'Silkk The Shocker",2,3
6028,Astor Piazzolla,2,3
6029,Vanessa Freeman,2,2
6030,Vanessa Paradis,2,2
6031,Kingdom Come,2,4
6032,"Assaf', 'Cassandra Grey",2,4
6033,Atina Apostolova,2,2
6034,Fresh Beat MCs,2,2
6035,"Atlas', 'Helios",2,4
6036,King Kobra,2,2
6037,Robbie Dupree,2,3
6038,Austin Moon,2,2
6039,"Grigoras Dinicu', 'Isaac Stern",2,2
6040,Killing Joke,2,9
6041,Kim & Susan,2,2
6042,Aurelio Voltaire,2,2
6043,Gretchen Wilson,2,3
6044,August Burns Red,2,3
6045,Rob Base & DJ EZ Rock,2,3
6046,Augie Rios,2,3
6047,Gregorian,2,2
6048,RnB Flavors,2,2
6049,PnB Rock,2,3
6050,Audio Adrenaline,2,2
6051,Pochy Y Su Cocoband,2,2
6052,King Floyd,2,3
6053,King Harvest,2,3
6054,Robert Farnon,2,4
6055,Matti Caspi,2,2
6056,Freddy Sunder,2,2
6057,Keri Hilson,2,2
6058,Bad Suns,2,2
6059,Bad Meets Evil,2,5
6060,"Robert Schumann', 'Irmgard Seefried', 'Erik Werba",2,8
6061,Tyler Farr,2,3
6062,Grupo Flash,2,2
6063,Pithapuram Nageswara Rao,2,6
6064,"Tyler, The Creator', 'A$AP Rocky",2,2
6065,"Robert Schumann', 'Eugene Istomin', 'Bruno Walter', 'Columbia Symphony Orchestra",2,6
6066,Kermit,2,2
6067,Mattia Pascolini,2,9
6068,"Robert Schumann', 'Claudio Arrau', 'Karl Krueger', 'Detroit Symphony Orchestra",2,6
6069,"Fred Astaire', 'Johnny Green & His Orchestra",2,3
6070,Mauricio Shcks,2,2
6071,Baby Washington,2,4
6072,Téléphone,2,3
6073,U-Roy,2,2
6074,U.K. Subs,2,2
6075,Baby Keem,2,3
6076,Kenta,2,2
6077,Baden Powell,2,6
6078,Badfinger,2,23
6079,Grupo G,2,2
6080,"Robert Schumann', 'Philippe Entremont",2,2
6081,"Robert Schumann', 'Pablo Casals",2,4
6082,Grupo La Migra,2,3
6083,Ballycoan,2,2
6084,Balla Et Ses Balladins,2,3
6085,"Kenny Rogers', 'Dottie West",2,3
6086,Ty Herndon,2,3
6087,Balbir,2,3
6088,"Max Bruch', 'Jascha Heifetz', 'Sir Malcolm Sargent",2,6
6089,Tycho,2,2
6090,Balaidas Sil,2,3
6091,"Tyga', 'Offset",2,2
6092,"Robert Schumann', 'Martha Argerich",2,4
6093,Kenny Wayne Shepherd,2,6
6094,Baha Men,2,3
6095,Grupo Inspiracion,2,2
6096,Mavis Staples,2,2
6097,Kevin Abstract,2,2
6098,"Maurice Ravel', 'Robert Casadesus', 'Gaby Casadesus",2,8
6099,Grupo Anhelo,2,2
6100,"Maurice Ravel', 'Charles Münch",2,4
6101,Ultra Naté,2,2
6102,Freddie Dredd,2,4
6103,"Khalid', 'Disclosure",2,3
6104,"Umberto Giordano', 'Luciano Pavarotti', 'Emerson Buckley', ""Orchestra Sinfonica dell'Emilia-Romagna""",2,2
6105,"B2K', 'Diddy",2,2
6106,"KhoMha', 'David Gravell",2,2
6107,Freddie McGregor,2,3
6108,B.W. Stevenson,2,2
6109,B.T. Express,2,6
6110,Maurette Brown Clark,2,2
6111,Uncle Lucius,2,2
6112,Freddie Scott,2,2
6113,Play School,2,2
6114,"B.B. King', 'Bobby ""Blue"" Bland",2,6
6115,Robert Frost,2,18
6116,Freddy Fender,2,14
6117,"Robert Fripp', 'Brian Eno",2,10
6118,Keyshia Cole,2,6
6119,Grouplove,2,5
6120,"Fred Bird Rythmicans', 'Jean Moscopol",2,3
6121,Ultimate Spinach,2,13
6122,Fred Buscaglione,2,2
6123,"UB40', 'Chrissie Hynde",2,2
6124,"UGK', 'Outkast",2,2
6125,Babe Ruth,2,3
6126,UMI,2,3
6127,"Grum', 'Natalie Shay",2,2
6128,UPSAHL,2,2
6129,"Kevin Rudolf', 'Lil Wayne",2,3
6130,"Robert Palmer', ""Eric 'ET' Thorngren""",2,2
6131,Fred Hammond,2,3
6132,Key Glock,2,4
6133,Robert Nickson,2,4
6134,"Key4050', 'Plumb",2,3
6135,Fred Neil,2,14
6136,"Grover Washington, Jr.', 'Patti LaBelle",2,2
6137,"Maurice Ravel', 'Eugene Ormandy', 'Philadelphia Orchestra",2,2
6138,Ulrich Schnauss,2,4
6139,"Friedrich von Flotow', 'Richard Tucker', 'Emil Cooper', 'Metropolitan Opera Orchestra",2,2
6140,Rita Coolidge,2,4
6141,"Maroon 5', 'Christina Aguilera",2,2
6142,Vikki Carr,2,2
6143,Marty Haugen,2,3
6144,"Armin van Buuren', 'Shapov",2,7
6145,Kraymer,2,2
6146,Martinho Da Vila,2,3
6147,"Armin van Buuren', 'Rising Star', 'Betsie Larkin",2,2
6148,"Armin van Buuren', 'Rising Star', 'Alexandra Badoi",2,3
6149,"Gram Parsons', 'Emmylou Harris",2,2
6150,Graham Parker & The Rumour,2,2
6151,"Kris Kristofferson', 'Rita Coolidge",2,2
6152,Vinayakrao Patwardhan,2,3
6153,"Armin van Buuren', 'Luke Bond', 'Karra",2,3
6154,Martin Roth,2,2
6155,"Graham Nash', 'David Crosby",2,4
6156,Vim Cortez,2,2
6157,Kris Kross,2,4
6158,Pop Smoke,2,12
6159,Krishna Bhamini,2,3
6160,Vin Vega,2,2
6161,Rico Nasty,2,2
6162,"Armin van Buuren', 'Tempo Giusto",2,3
6163,Ride,2,8
6164,"Victor Yturbe ""El Piruli""",2,5
6165,Victor Borge,2,4
6166,Gran Coquivacoa,2,2
6167,Aron Shorty,2,3
6168,Aroma,2,2
6169,"Frédéric Chopin', 'Idil Biret",2,2
6170,Victor Cornelius,2,4
6171,Gramophone Club,2,4
6172,Kostas Vidalis,2,2
6173,"Arnej', 'Josie",2,2
6174,Victor Jara,2,4
6175,Maruti Rao,2,2
6176,"Frédéric Chopin', 'Janusz Olejniczak",2,5
6177,"Pop Smoke', 'Lil Tjay",2,2
6178,Armored Saint,2,2
6179,Gramatik,2,2
6180,Gram Parsons,2,19
6181,Kottonmouth Kings,2,5
6182,"Frédéric Chopin', 'Nikita Magaloff",2,7
6183,Vince DiCola,2,15
6184,Kip Moore,2,4
6185,Kurt Carr & The Kurt Carr Singers,2,3
6186,Gowan,2,2
6187,Govindrao Tembe,2,3
6188,Govi,2,2
6189,Arksun,2,2
6190,Fun Boy Three,2,4
6191,Arkham Knights,2,3
6192,Arizona Zervas,2,3
6193,"Kumbia Kings', 'A.B. Quintanilla III', 'Pee Wee Gonzalez",2,2
6194,"Arik Einstein', 'Shalom Hanoch",2,2
6195,"Frédéric Chopin', 'Nikolai Lugansky",2,2
6196,Kurt Elling,2,2
6197,Kurt Graunke,2,11
6198,Ariel Rivera,2,2
6199,Ariel Pink,2,2
6200,"Maroon 5', 'SZA",2,2
6201,Ariel Camacho y Los Plebes Del Rancho,2,4
6202,Kurt Vile,2,2
6203,Funeral For A Friend,2,2
6204,Fulanito,2,4
6205,"Marshmello', 'Bastille",2,3
6206,Armando Trovajoli,2,2
6207,Fugees,2,17
6208,"Vince Guaraldi', 'Bola Sete",2,9
6209,Catherine Feeny,2,2
6210,Graham Central Station,2,3
6211,"Frédéric Chopin', 'Raoul Koczalski",2,5
6212,Vince Staples,2,2
6213,"Frédéric Chopin', 'Robert Lortat",2,72
6214,Graham Bell,2,2
6215,"Frédéric Chopin', 'Sergei Rachmaninoff",2,8
6216,Popof,2,9
6217,Graeme Connors,2,4
6218,"Armin van Buuren', 'AVIRA",2,3
6219,Rick Ross,2,3
6220,"Frédéric Chopin', 'William Kapell",2,79
6221,Armin van Buuren ASOT Radio,2,5
6222,Marta Sánchez,2,2
6223,Fu Manchu,2,2
6224,Kruder & Dorfmeister,2,4
6225,Arrested Development,2,4
6226,"Rihanna', 'Calvin Harris",2,3
6227,Arrojas,2,2
6228,Vaya Con Dios,2,3
6229,Vashti Bunyan,2,19
6230,Mason Williams,2,2
6231,"Asha Bhosle', 'Mahendra Kapoor",2,2
6232,Kit Chan,2,3
6233,Ash,2,8
6234,"Kiyotaka Sugiyama', 'S. Kiyotaka & Omega Tribe",2,5
6235,As I Lay Dying,2,5
6236,Klaatu,2,7
6237,Grave Digger,2,22
6238,Arsenal Efectivo,2,2
6239,Pony Poindexter,2,2
6240,Pooh,2,2
6241,Masatoshi Ono,2,3
6242,Granular,2,4
6243,Kleeer,2,3
6244,VeggieTales,2,7
6245,"Fruko Y Sus Tesos', 'Joe Arroyo",2,3
6246,Artur May,2,4
6247,"Vascotia', 'Sean Tyas",2,3
6248,Vasantrao Deshpande,2,3
6249,Vasant Desai,2,2
6250,"Kishore Kumar', 'Manna Dey",2,2
6251,Ashraf Khan,2,3
6252,Vanmala,2,4
6253,"Rita Ampatzi', 'Stellakis Perpiniadis",2,2
6254,Ashnikko,2,5
6255,Kirk Whalum,2,3
6256,Masta Ace Incorporated,2,4
6257,Massive Breakz,2,2
6258,Ashley Tisdale,2,2
6259,"Fritz Kreisler', 'Isaac Stern', 'János Rolla', 'Franz Liszt Chamber Orchestra",2,2
6260,"Kirsty Hawkshaw', 'Tenishia",2,2
6261,"Various Artists', 'Mariss Jansons', 'Wiener Philharmoniker",2,2
6262,"Fritz Kreisler', 'Isaac Stern', 'Milton Katims', 'Columbia Symphony Orchestra",2,2
6263,Massimo Ranieri,2,3
6264,Ashford & Simpson,2,2
6265,"Ashford & Simpson', 'James Simpson",2,4
6266,"Various Artists', 'Riccardo Muti', 'Wiener Philharmoniker",2,2
6267,Ashana,2,2
6268,Artificial,2,2
6269,María Elena Walsh,2,7
6270,"Artie Shaw', 'Peg LaCentra",2,2
6271,Arthur Conley,2,2
6272,"Frédéric Chopin', 'Daniel Barenboim",2,14
6273,"Frédéric Chopin', 'Dinu Lipatti",2,21
6274,"Kool G Rap', 'DJ Polo",2,2
6275,"Rihanna', 'Ne-Yo",2,2
6276,Mary Hopkin,2,5
6277,"Frédéric Chopin', 'Eugene Ormandy', 'Philadelphia Orchestra",2,6
6278,Mary Costa,2,2
6279,"Mary Costa', 'Bill Shirley', 'Chorus - Sleeping Beauty",2,2
6280,Grandaddy,2,3
6281,Grand Puba,2,3
6282,"Art Lund', 'Peggy Lee', 'Benny Goodman",2,2
6283,Marvin Santiago,2,2
6284,Vicki Sue Robinson,2,2
6285,Marvin Hamlisch,2,5
6286,"Rihanna', 'Drake",2,4
6287,Kostas Karipis,2,6
6288,Kostas Nouros,2,2
6289,Grandmaster Flash,2,2
6290,Arthur Fiedler,2,4
6291,"Artie Shaw', 'Helen Forrest",2,2
6292,Riley Green,2,4
6293,Grant Lee Buffalo,2,2
6294,KnightsBridge,2,3
6295,Vengaboys,2,5
6296,Venom,2,20
6297,Kobaryo,2,2
6298,"Frédéric Chopin', 'Alfred Cortot",2,62
6299,"Mary Martin', 'Lauri Peters",2,2
6300,Poor Righteous Teachers,2,2
6301,Kodaline,2,4
6302,Mary Lou Williams,2,19
6303,"Frédéric Chopin', 'Arthur Rubinstein', 'Alfred Wallenstein",2,2
6304,Veronica Leal,2,2
6305,Arthur Russell,2,6
6306,Veruca Salt,2,4
6307,Kolton Moore & the Clever Few,2,2
6308,Verzache,2,2
6309,Arthur Godfrey,2,2
6310,Gebrüder Grimm,2,8
6311,Richard Reynoso,2,2
6312,"Kenny Laakkinen', 'Michael Ammer', 'The Catch",2,8
6313,Luther Ingram,2,2
6314,iann dior,2,4
6315,4 Strings,2,2
6316,Re:Locate,2,2
6317,ilyTOMMY,2,2
6318,Rae Sremmurd,2,6
6319,Lorys,2,2
6320,3rd Bass,2,4
6321,Los Abuelos De La Nada,2,2
6322,khai dreams,2,4
6323,mewithoutYou,2,2
6324,RaeLynn,2,2
6325,Los Amigos Invisibles,2,2
6326,lighthouse,2,2
6327,Raúl Abríl,2,3
6328,Los Auténticos Decadentes,2,4
6329,m.o.v.e,2,2
6330,Los Bravos,2,3
6331,2nd Chapter Of Acts,2,2
6332,Giorgos Mpatis,2,13
6333,"Luther Vandross', 'Mariah Carey",2,2
6334,iamjakehill,2,3
6335,"Loretta Lynn', 'Conway Twitty",2,2
6336,dvsn,2,4
6337,Radio Futura,2,5
6338,eevee,2,2
6339,"7 Skies', 'Kiholm",2,2
6340,6ix9ine,2,2
6341,Lord Huron,2,5
6342,Lord Invader,2,21
6343,"Lord Melody', 'The Caribbean All Stars",2,2
6344,fun.,2,5
6345,gianni & kyle,2,2
6346,girl in red,2,5
6347,Radion6,2,2
6348,Lords Of The Underground,2,4
6349,"50 Cent', 'Young Buck",2,3
6350,"ReOrder', 'STANDERWICK', 'Sky Patrol",2,2
6351,Lorenzo Antonio,2,3
6352,"50 Cent', 'Olivia",2,2
6353,Giorgos Kavouras,2,13
6354,Lupillo Rivera,2,3
6355,Los Indomables De Cedral,2,3
6356,wHispeRer,2,4
6357,Lulu Santos,2,2
6358,Raydio,2,2
6359,Los Extranos,2,2
6360,Rafael Buendia,2,4
6361,t.A.T.u.,2,6
6362,Los Galos,2,3
6363,tobi lou,2,3
6364,Los Gatos,2,3
6365,why mona,2,2
6366,Los Cadetes De Linares,2,2
6367,2002,2,10
6368,Los Hermanos Barron,2,2
6369,"Gioachino Rossini', 'Riccardo Chailly', 'Orchestra Del Teatro Alla Scala, Milano",2,2
6370,Los Horóscopos De Durango,2,6
6371,Los Humildes,2,6
6372,zebrahead,2,2
6373,Los Huracanes del Norte,2,3
6374,2 Unlimited,2,4
6375,Get Scared,2,2
6376,Los Dos Carnales,2,2
6377,Rayito Colombiano,2,5
6378,"Luminite', 'Mc Focus",2,3
6379,"2Pac', 'Talent",2,3
6380,mxmtoon,2,2
6381,"Gerry Mulligan Quartet', 'Chet Baker",2,3
6382,"2Pac', 'Richie Rich",2,2
6383,Los Canelos De Durango,2,2
6384,Raymond Scott,2,23
6385,Luniz,2,2
6386,"2Pac', 'Dramacydal",2,3
6387,niko-qée,2,17
6388,Lund,2,2
6389,"2Pac', 'Danny Boy",2,4
6390,Gerry Rafferty,2,11
6391,Los Cuates de Sinaloa,2,3
6392,Giorgio Consolini,2,26
6393,Luna,2,2
6394,Luminite,2,4
6395,Los Del Rio,2,6
6396,dodie,2,2
6397,808 State,2,2
6398,Reagan Youth,2,4
6399,Zohra Begum,2,2
6400,Ziggy Marley,2,3
6401,M.I.K.E.,2,3
6402,RJD2,2,3
6403,ATB,2,3
6404,Red Simpson,2,7
6405,M.I.A.,2,2
6406,Little Walter,2,8
6407,Little Willie John,2,9
6408,"Georges Bizet', 'Richard Tucker', 'Pierre Dervaux",2,3
6409,Real Estate,2,2
6410,AL!AS,2,2
6411,M. Ward,2,2
6412,AJ Mitchell,2,2
